0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
that'll ensure your customizations are sent to the food line correctly,Your food will have to travel out thru the seating area,food gets cold,The food is hit or miss,The new chicken chalupa I ordered 2 weeks ago was nice,sometimes I'll get high quality,but at least half of the orders are low quality,,,,,,,,,,,,,
and a burrito,I just had a supreme taco,The boy had taco salad with steak,chicken cheese,,,,,,,,,,,,,,,,
It good but there some thing wrong with the bean burritos becus  my sister ate some ,,,,,,,,,,,,,,,,,,,
I still would have gave a great review because I had no issues with the visit or the food,) they gave a couple free tacos as well,,,,,,,,,,,,,,,,,,
And he gave me the wrong food,Spent 16 dollars for 2 tacos ,and 2 soft tacos,,,,,,,,,,,,,,,,,
Went there on the fourth and the employees were great and had my food out instantly,I had the power burrito ,,,,,,,,,,,,,,,,,,
They have missed food deletions because of allergies,and burn grilled stuffed burritos almost every time,,,,,,,,,,,,,,,,,,
I always get suckered into buying new novelty food,The food was as expected ,$6 for breakfast crunch wrap and the naked chicken chips,Don't get the naked chicken chips,It's like bad triangle chicken nuggets with plastic, cheese sauce,,,,,,,,,,,,,,
And we all got trapped in the drive thru when we decided we didn't want rice for dinner,Out of meat and out of beans,,,,,,,,,,,,,,,,,,
it makes it a lot easier to satisfy my taco cravings,,,,,,,,,,,,,,,,,,,
 My food was not cooked, I know everything just needs to be heated up but all of my taco shells were stale,,,,,,,,,,,,,,,,,,
Do they get the same food we do,yet you can order 4 tacos,and one is missing cheese,and another has only a few pieces of lettuce,,,,,,,,,,,,,,,,
sitting on what appeared to be a food prep table,Ended up throwing my food away,,,,,,,,,,,,,,,,,,
The food came out quick,,,,,,,,,,,,,,,,,,,
The crunchy tacos are good,,,,,,,,,,,,,,,,,,,
The nachos looked like they were made by a child and the gentleman that took my credit card for payment was wearing rubber gloves and was working on the food line,He did not change gloves between the car in front of me and me which tells me he was handling money and touching food without hesitation,This restaurant is filthy when I've gone inside and the service/food quality is always sub,When I finally received my food I checked to make sure,overcooked/undercooked food,the food to be  cooked properly ,employees handling food ,and money and the undercooked food,Therefore I ordered the #7 combo with a chicken quesadilla and a chicken soft taco,I opened the soft taco expecting chicken,Find beef in the soft taco ,The entire soft taco was frozen,I'm assuming they rushed the beef to the line even though it wasn't cooked despite the fact I requested chicken,The quesadilla was also overcooked once again with minimal chicken ,The queasarito was warm at best and with minimal meat,I also ordered a steak quesarito ,,,,
99 burrito,,,,,,,,,,,,,,,,,,,
our bean burritos were at least a day old,the taco shells were soo,You know how del tacos tacos are usually pretty empty,Well these tacos made even them embarrassed,beans much too over cooked,First the forgot my chips ,and cheese (the one thing you'd think they couldn't mess up) ,,,,,,,,,,,,,
Service has always been alright and same with the food,,,,,,,,,,,,,,,,,,,
Customer service is always amazing and food is ALWAYS FRESH,,,,,,,,,,,,,,,,,,,
not even food thoroughly cooked,,,,,,,,,,,,,,,,,,,
They also don't skimp meat like other,,,,,,,,,,,,,,,,,,,
I had ordered a black bean Crunchwrap Supreme due to being vegetarian when I bit into the order I come to my surprise I find a ground beef Crunchwrap Supreme my receipt said black bean I called the store spoke with the manager they said to come up and get replacement food I arrived at the location after just being out ,and sure enough they are out of black beans in simply just tried to replace them with ground beef because apparently ground beef is now a vegetarian option according to this tacobell it's been a long,,,,,,,,,,,,,,,,,,
even a perfect day the food is,my ratings are based on the location/branch rather than the food,if you are reading taco bell Yelp for food quality,Slowest tacobell around,tacobell,,,,,,,,,,,,,,,
What kind of stupid asswipes allow your food to come out look,lowest quality Taco Bell in Austin,,,,,,,,,,,,,,,,,,
I order 5 Doritos loco tacos,Our tostada had a taco shell broken in half,I know they did it on purpose because they didn't bother asking to check the tacos,The chipotle loaded griller had two pieces of chicken, instead of the beef I got chicken,,,,,,,,,,,,,,,
final time to get food,,,,,,,,,,,,,,,,,,,
i ordered two bean burritos ,and they gave me literally a taco with beans added wrapped in a burrito tortilla,bean burritos dont come with meat,,,,,,,,,,,,,,,,,
I could see a couple employees smoking pot with their friends in the parking lot and thought about pushing the issue but didn't want bodily secretions in my food,I went to the Wendy's across the parking lot instead and don't you know I drive by after getting my food ,So if you need some drugs head to this Taco Bell but if you're just looking for food,,,,,,,,,,,,,,,,,
I ordered 3 taco supremes & a drink,one soft taco,The soft taco is barely wrapped ,and has spilled unto the other tacos in the bag,Now I'm gathering the ingredients to put the taco back together,,,,,,,,,,,,,,,
Also they seem to scamp you on the meat,,,,,,,,,,,,,,,,,,,
Wonderful food ,,,,,,,,,,,,,,,,,,,
and he stopped here for food,the cute guy I was involved with at the time was upset they had jacked the price of tacos up from $0,and without his tacos,Brian ordered a chicken quesadilla,"maybe they should just bring a U-HAUL and cart away bulk tubs of ""meat"" ","and ""cheese""",,,,,,,,,,,,,,
 The same person gave my food to me at the window,Taco Bell food is not amazing,2 bean burritos,2 crunchy tacos, There were napkins and a good amount of taco sauce,,,,,,,,,,,,,,,
""" I finally got my food ",,,,,,,,,,,,,,,,,,,
The Burritos are far better then the tacos they should consider calling them self BURRITO BEL,,,,,,,,,,,,,,,,,,,
Because this taco bell is ALWAYS out of grilled chicken at night: if it's not grilled chicken,,,,,,,,,,,,,,,,,,,
finally got the food right at 10pm,Finally got our food ,This taco is awful,and a chicken roll up meal,a cheese roll up,and the cheese wasnt even melted,,,,,,,,,,,,,,
for a steak taco,"Very quickly and already full of attitude I was ""notified"" that since they were out of ground beef i would have to pay MORE for chicken or steak",,,,,,,,,,,,,,,,,,
Fast food restaurants can always be a little,My food was HOT - which I'm not used to from Taco Bell,hot food,great food,My taco supreme was full,That's how I like my tacos,You usually get like a few teaspoons of every ingredient ,,,,,,,,,,,,,
The drinks were reasonably priced,,,,,,,,,,,,,,,,,,,
quality of the food was there ,,,,,,,,,,,,,,,,,,,
not worth the food,,,,,,,,,,,,,,,,,,,
just the most expensive rice you will be charged for in the U,"Here's a first: you arrive at Taco Bell to find they are ""out of beans ",and meat,,,,,,,,,,,,,,,,,
I noticed that the prices here are more expensive,,,,,,,,,,,,,,,,,,,
Switching soft and hard tacos,,,,,,,,,,,,,,,,,,,
Other Taco Bells give you food,What I like is that they don't rush when it comes to making your food,the Crunchwrap Supreme with grilled chicken,$1 menu shredded chicken quesadilla,The meat is tender ,I swear they're the most delicious ,which pays off A LOT when it comes to quality,and fresh and it tastes like a lot of effort was put into making each item on the menu,,,,,,,,,,,,
but the food's solid,,,,,,,,,,,,,,,,,,,
I ordered 5 tacos like 20 minutes ago ,,,,,,,,,,,,,,,,,,,
Was told they were no longer offering 7 layer burrito ,and I should just get a burrito without meat ,59 bean burrito,rice beans,"lettuce,beans ",Only ingredients on it were very soupy refried beans ,and cheese,and a small amount of cheese,sour cream,may 3 tiny pieces of lettuce,,,,,,,,,,
sub beef for beans,86 cheese sauce) ,86 sour cream,,,,,,,,,,,,,,,,,
but for some reason they couldn't understand that and ended up giving me the wrong food ,,,,,,,,,,,,,,,,,,,
it's a Saturday night at 11:45pm and they are sayin tit will take 45 min to receive my order due to them replenishing the food line,,,,,,,,,,,,,,,,,,,
food is usually good,(sorry we wanted to give you more business- wont happen again (probably will tho because food is good,they were rushing us and really made us feel bad for ordering food,,,,,,,,,,,,,,,,,
Called to have them replaced because if I wanted to go eat tortilla chips ,Ordered a $5 chalupa box and a $5 steak nacho,,,,,,,,,,,,,,,,,,
First time we ordered 6 tacos only beef ,and there was rice,beans,and nacho cheese in it,The second time they put lettuce in our party size box ,,,,,,,,,,,,,,,
which was fine since they were busy but after a long time and finally getting home I found my food to be servilely messed up,,,,,,,,,,,,,,,,,,,
or you have to wait 30-40 minutes just to get your food, Hopefully the manager figures something out because not being able to get a refund on over 25 dollars of food is ridiculous,they informed us that they were out of chips and a few other things and could offer us a certain type of burrito instead,,,,,,,,,,,,,,,,,
They have no quality control,,,,,,,,,,,,,,,,,,,
The food I ordered tasted,I can actually get cheaper tacos ,and higher quality tacos on a taco Tuesday by other,,,,,,,,,,,,,,,,,
I just wanna say that I don't ever eat fast food because I'm a chef but everytime I go to this location there is always something wrong went the other day a pulled up only to here the cashier say we are only doing no more then 5 items lol who ever the owner is I just wanna say they are such cheap bastard for not hiring workers every time that I've gone they are never fully staff just got a cashier and a cook 2 people to probably serve a 100 customers through there 7-10 shift please shut this place down because it is so embarrassing that your staff won't make a taco party pac because it's more then 5 items get it together ,,,,,,,,,,,,,,,,,,,
I asked for my drinks and the other half of our food,I ordered two 4 packs of the rolled chicken tacos,I was given a bag with half the rolled tacos ,,,,,,,,,,,,,,,,,
you're in a mall food court for jesus sake,eat tacos ,,,,,,,,,,,,,,,,,,
23 minutes for a soft taco and burrito,,,,,,,,,,,,,,,,,,,
There's always a problem with my food every time called corporate,,,,,,,,,,,,,,,,,,,
Nacho Bell Grande no sour cream,,,,,,,,,,,,,,,,,,,
third time I've gone there and I get home with food for me ,,,,,,,,,,,,,,,,,,,
They always get my picky orders correct and everything is always hot (probably because I order so much stuff without certain ingredients so they're probably not able,,,,,,,,,,,,,,,,,,,
Still waiting for food,,,,,,,,,,,,,,,,,,,
but as long as the food tastes good, My only real complaint was the size of the burrito, Have you ever noticed that every Taco Bell has different size burrito's for the same,burrito,,,,,,,,,,,,,,,,
I usually order the power bowl ,,,,,,,,,,,,,,,,,,,
seems like they really happy if you like their food ,The food come out really fast,And it's very important for my friends because they eat only kosher food,so when we order taco without meat just with vegetables they always ask if we would love some extra, beans ,I didn't give them one more star because i notice that sometimes their cheese are not as fresh,,,,,,,,,,,,,,
 I've eaten authentic Mexican food,I did not find one instance of Dorito taco shells,,,,,,,,,,,,,,,,,,
I waited at least a half hour after I placed my order to get my food,,,,,,,,,,,,,,,,,,,
got a stank look from the lady who gave me my food,there was chicken in my cheese,,,,,,,,,,,,,,,,,,
and bean burritos with no onions,This is my favorite Taco Bell to go to late at night when I've had one too many drinks and just HAVE to have a taco before I die,I'd be lost without you and your soft tacos,,,,,,,,,,,,,,,,,
